City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Barkot,IN,2021-05-24 19:57:54,30.8167,78.2,62.35,55,0,5.53
295,Mumford,GH,2021-05-24 19:57:54,5.2618,-0.759,81.05,83,38,7.29
296,Mersing,MY,2021-05-24 19:57:55,2.4312,103.8405,76.91,88,98,4.61
297,Thaton,MM,2021-05-24 19:57:55,16.9206,97.3714,78.53,92,100,5.55
298,Humberto De Campos,BR,2021-05-24 19:57:55,-2.5983,-43.4611,81.84,81,100,7.16
299,Kangavar,IR,2021-05-24 19:57:55,34.5043,47.9653,61.81,34,0,2.39
300,Santa Luzia,BR,2021-05-24 19:57:56,-19.7697,-43.8514,82.54,53,40,5.06
301,Maltahohe,NA,2021-05-24 19:57:56,-24.8333,16.9833,61.92,32,96,6.04
302,Teya,RU,2021-05-24 19:57:56,60.3778,92.6267,45.75,89,69,9.84
303,Pangai,TO,2021-05-24 19:57:57,-19.8,-174.35,75.31,83,75,0.0
304,Meulaboh,ID,2021-05-24 19:54:28,4.1363,96.1285,77.41,91,69,3.33
305,Chibombo,ZM,2021-05-24 19:57:57,-14.6569,28.0706,53.28,75,0,4.76
306,Parabel,RU,2021-05-24 19:57:57,58.6978,81.4825,53.11,70,100,3.33
307,Smithers,CA,2021-05-24 19:53:28,54.7804,-127.1743,57.52,41,40,8.05
308,Karratha,AU,2021-05-24 19:54:24,-20.7377,116.8463,69.46,40,59,14.43
309,Yerbogachen,RU,2021-05-24 19:54:41,61.2767,108.0108,40.17,51,90,6.02
310,Channel-Port Aux Basques,CA,2021-05-24 19:57:58,47.5702,-59.1367,39.29,55,45,20.07
311,Sagarejo,GE,2021-05-24 19:57:58,41.734,45.3315,59.43,41,60,6.76
312,Lyubashivka,UA,2021-05-24 19:57:59,47.8372,30.2598,51.3,91,2,7.61
313,Varlamovo,RU,2021-05-24 19:57:59,53.1897,48.4226,62.22,78,100,7.54
314,Chara,RU,2021-05-24 19:55:04,56.9064,118.2631,35.01,93,100,1.83
315,Nuuk,GL,2021-05-24 19:57:59,64.1835,-51.7216,27.88,92,100,13.0
316,Alexandria,EG,2021-05-24 19:56:33,31.2156,29.9553,69.76,88,0,9.22
317,Kendale Lakes,US,2021-05-24 19:58:00,25.7082,-80.407,85.01,57,0,5.99
318,Kodiak,US,2021-05-24 19:52:51,57.79,-152.4072,51.31,66,1,6.91
319,Albenga,IT,2021-05-24 19:58:00,44.0529,8.216,62.08,87,25,1.01
320,Cabo San Lucas,MX,2021-05-24 19:51:24,22.8909,-109.9124,93.81,61,0,7.34
321,Yamada,JP,2021-05-24 19:53:35,39.4667,141.95,60.48,83,100,4.59
322,Pandan,PH,2021-05-24 19:58:01,14.0453,124.1694,80.01,83,80,2.64
323,Kruisfontein,ZA,2021-05-24 19:58:01,-34.0033,24.7314,66.88,66,100,7.47
324,Trincomalee,LK,2021-05-24 19:58:01,8.5711,81.2335,82.53,73,100,25.79
325,Conceicao Do Araguaia,BR,2021-05-24 19:58:02,-8.2578,-49.2647,95.13,62,0,4.0
326,Kozhevnikovo,RU,2021-05-24 19:58:02,56.2589,83.9714,59.94,70,100,3.2
327,Swift Current,CA,2021-05-24 19:55:28,50.2834,-107.8014,50.81,76,90,28.77
328,Olinda,BR,2021-05-24 19:54:35,-8.0089,-34.8553,80.33,73,40,11.03
329,Fortuna,US,2021-05-24 19:53:50,40.5982,-124.1573,75.47,61,20,4.0
330,Conakry,GN,2021-05-24 19:55:08,9.538,-13.6773,84.27,70,20,11.5
331,Porto Velho,BR,2021-05-24 19:49:25,-8.7619,-63.9039,78.85,83,75,4.61
332,Rawson,AR,2021-05-24 19:58:03,-43.3002,-65.1023,56.35,36,0,26.24
333,Novosmolinskiy,RU,2021-05-24 19:58:03,56.2841,43.0507,61.11,72,88,1.74
334,Bahia De Caraquez,EC,2021-05-24 19:58:03,-0.6,-80.4167,80.78,82,78,10.16
335,Mildura,AU,2021-05-24 19:55:00,-34.2,142.15,62.56,48,57,17.27
336,Iquique,CL,2021-05-24 19:58:04,-20.2208,-70.1431,64.44,68,73,6.26
337,Flin Flon,CA,2021-05-24 19:58:04,54.7682,-101.865,48.04,96,90,9.82
338,Puerto Carreno,CO,2021-05-24 19:58:04,6.189,-67.4859,85.77,70,100,1.68
339,Victoria,HK,2021-05-24 19:51:16,22.2855,114.1577,84.33,88,71,1.01
340,Airai,TL,2021-05-24 19:54:13,-8.9266,125.4092,55.9,85,7,2.68
341,Gorontalo,ID,2021-05-24 19:58:05,0.5412,123.0595,76.33,93,96,2.98
342,Salamiyah,SY,2021-05-24 19:58:05,35.0113,37.0532,68.2,59,1,6.98
343,Waingapu,ID,2021-05-24 19:58:06,-9.6567,120.2641,74.03,87,38,6.06
344,Maraa,BR,2021-05-24 19:53:11,-1.8333,-65.3667,93.04,46,46,3.36
345,Horn Lake,US,2021-05-24 19:58:06,34.9554,-90.0348,89.8,45,84,8.01
346,Sur,OM,2021-05-24 19:54:52,22.5667,59.5289,88.81,51,0,13.49
347,Nouadhibou,MR,2021-05-24 19:58:06,20.931,-17.0347,67.98,73,0,25.32
348,Husavik,IS,2021-05-24 19:53:45,66.0449,-17.3389,46.31,70,92,11.14
349,Kangaatsiaq,GL,2021-05-24 19:58:07,68.3065,-53.4641,43.25,38,100,31.25
350,Usinsk,RU,2021-05-24 19:53:26,65.9939,57.5281,41.54,48,100,19.44
351,Bordighera,IT,2021-05-24 19:58:07,43.7806,7.6645,62.55,83,13,8.95
352,Jumla,NP,2021-05-24 19:58:07,29.2747,82.1838,54.05,84,16,2.06
353,Slyudyanka,RU,2021-05-24 19:58:08,51.6594,103.7061,47.8,96,100,6.26
354,Rorvik,NO,2021-05-24 19:58:08,64.8621,11.2373,58.98,62,0,12.66
355,Griffith,US,2021-05-24 19:55:48,41.5284,-87.4237,91.09,42,40,1.99
356,Fort Nelson,CA,2021-05-24 19:58:08,58.8053,-122.7002,51.39,76,75,10.36
357,Tizimin,MX,2021-05-24 19:58:09,21.15,-88.15,93.29,33,56,7.18
358,Saskylakh,RU,2021-05-24 19:53:19,71.9167,114.0833,36.14,89,8,5.91
359,Boyolangu,ID,2021-05-24 19:54:21,-8.1181,111.8935,75.67,93,89,2.82
360,Koslan,RU,2021-05-24 19:58:09,63.4564,48.8989,49.46,92,89,9.08
361,Dhidhdhoo,MV,2021-05-24 19:58:10,6.8833,73.1,83.84,76,100,25.19
362,Abu Samrah,SY,2021-05-24 19:55:21,35.3029,37.1841,72.0,45,0,8.1
363,Bonfim,BR,2021-05-24 19:58:10,3.0833,-59.95,78.62,86,100,7.0
364,Necochea,AR,2021-05-24 19:58:10,-38.5473,-58.7368,64.04,56,5,18.99
365,Mashhad,IR,2021-05-24 19:54:52,36.297,59.6062,77.14,27,40,4.61
366,Kouango,CF,2021-05-24 19:58:11,4.9934,19.9619,76.48,77,52,0.98
367,Ancud,CL,2021-05-24 19:52:21,-41.8697,-73.8203,54.43,71,91,12.97
368,Jalu,LY,2021-05-24 19:58:11,29.0331,21.5482,82.78,10,0,8.25
369,Fare,PF,2021-05-24 19:53:33,-16.7,-151.0167,81.09,75,97,12.26
370,Cherskiy,RU,2021-05-24 19:52:49,68.75,161.3,46.22,49,3,11.65
371,Harnosand,SE,2021-05-24 19:58:12,62.6323,17.9379,46.42,87,97,9.95
372,Saint-Pierre,RE,2021-05-24 19:53:48,-21.3393,55.4781,71.28,85,90,17.27
373,Sola,VU,2021-05-24 19:58:12,-13.8833,167.55,77.74,79,91,19.01
374,Los Llanos De Aridane,ES,2021-05-24 19:52:55,28.6585,-17.9182,64.15,73,75,17.13
375,Japura,ID,2021-05-24 19:58:12,-0.3167,102.35,74.82,96,100,1.68
376,Kraksaan,ID,2021-05-24 19:58:13,-7.7585,113.3962,77.09,86,26,4.72
377,Poum,NC,2021-05-24 19:53:20,-20.2333,164.0167,72.75,56,31,19.64
378,Platanos,GR,2021-05-24 19:58:13,37.6667,21.6167,76.57,45,0,3.09
379,Lorengau,PG,2021-05-24 19:53:51,-2.0226,147.2712,81.34,81,100,13.31
380,Prokuplje,RS,2021-05-24 19:58:14,43.2342,21.5881,69.31,85,15,1.74
381,Codrington,AU,2021-05-24 19:53:30,-38.2667,141.9667,66.06,46,100,23.15
382,Ballina,AU,2021-05-24 19:58:14,-28.8667,153.5667,58.96,94,90,8.05
383,Talaya,RU,2021-05-24 19:58:14,61.3833,152.75,45.07,53,78,1.01
384,Beira,MZ,2021-05-24 19:54:46,-19.8436,34.8389,71.69,73,20,7.31
385,Cove,BJ,2021-05-24 19:58:15,7.221,2.3402,76.06,89,20,5.46
386,Rock Sound,BS,2021-05-24 19:58:15,24.9,-76.2,75.67,66,6,14.99
387,Fomboni,KM,2021-05-24 19:58:15,-12.28,43.7425,79.7,64,0,13.96
388,Fairfield,US,2021-05-24 19:58:16,41.2668,-73.3162,69.51,55,1,7.9
389,San Patricio,US,2021-05-24 19:51:31,28.017,-97.5169,86.72,67,48,17.34
390,Sovetskiy,RU,2021-05-24 19:58:16,61.3614,63.5842,54.05,89,100,4.72
391,Galdar,ES,2021-05-24 19:58:16,28.147,-15.6502,67.35,74,46,19.35
392,Touros,BR,2021-05-24 19:54:23,-5.1989,-35.4608,85.1,76,99,14.43
393,Pingliang,CN,2021-05-24 19:58:17,35.5392,106.6861,57.34,36,100,0.63
394,Tilichiki,RU,2021-05-24 19:55:17,60.4667,166.1,32.59,98,100,7.9
395,Weihe,CN,2021-05-24 19:58:17,32.9952,105.3247,57.42,95,100,2.13
396,Dingle,PH,2021-05-24 19:53:47,10.9995,122.6711,77.16,85,76,3.69
397,Ilinskiy,RU,2021-05-24 19:58:17,55.619,38.1182,60.51,51,0,4.47
398,Shihezi,CN,2021-05-24 19:56:02,44.3,86.0333,70.7,26,0,7.2
399,Tucupita,VE,2021-05-24 19:58:18,9.0622,-62.051,85.06,61,100,6.64
400,Yongan,CN,2021-05-24 19:58:18,39.6957,113.6871,44.98,38,0,6.44
401,Toamasina,MG,2021-05-24 19:54:51,-18.1667,49.3833,68.0,94,20,4.61
402,Sourpi,GR,2021-05-24 19:58:18,39.1,22.9,74.46,59,1,1.39
403,Port-Gentil,GA,2021-05-24 19:55:33,-0.7193,8.7815,82.36,83,75,13.8
404,Riyadh,SA,2021-05-24 19:50:01,24.6877,46.7219,100.45,14,0,4.61
405,Ramgarh,IN,2021-05-24 19:58:19,23.6333,85.5167,86.05,25,100,7.34
406,Sosnovskoye,RU,2021-05-24 19:58:19,55.8052,43.167,52.54,71,84,5.46
407,Nacozari,MX,2021-05-24 19:58:20,25.3366,-108.2574,97.11,27,1,12.01
408,Woodward,US,2021-05-24 19:58:20,36.4337,-99.3904,76.23,70,90,18.1
409,Merauke,ID,2021-05-24 19:58:20,-8.4667,140.3333,75.67,89,16,12.3
410,Atbasar,KZ,2021-05-24 19:58:21,51.8,68.3333,75.79,30,19,6.08
411,Champerico,GT,2021-05-24 19:58:21,14.3,-91.9167,89.76,64,95,7.14
412,Wesselsbron,ZA,2021-05-24 19:58:21,-27.8549,26.3658,54.59,44,5,4.34
413,Surovikino,RU,2021-05-24 19:58:22,48.6078,42.8486,65.1,86,100,4.63
414,Alofi,NU,2021-05-24 19:58:22,-19.0595,-169.9187,73.29,100,53,1.14
415,Chifeng,CN,2021-05-24 19:58:22,42.2683,118.9636,45.9,32,6,10.4
416,Bridlington,GB,2021-05-24 19:58:22,54.0831,-0.1919,52.29,81,85,8.66
417,Sibu,MY,2021-05-24 19:57:24,2.3,111.8167,79.11,88,20,1.99
418,Versalles,FR,2021-05-24 19:58:23,48.8,2.1333,51.46,74,0,17.27
419,Constitucion,CL,2021-05-24 19:55:20,-35.3333,-72.4167,61.32,69,7,12.53
420,Kargil,IN,2021-05-24 19:58:23,34.5667,76.1,38.07,51,100,5.35
421,Richards Bay,ZA,2021-05-24 19:54:39,-28.783,32.0377,65.55,77,0,12.66
422,Rognac,FR,2021-05-24 19:58:24,43.4876,5.2339,64.42,68,0,11.5
423,Yeppoon,AU,2021-05-24 19:58:24,-23.1333,150.7333,60.58,84,63,12.95
424,Joshimath,IN,2021-05-24 19:58:24,30.5667,79.5667,56.55,63,2,7.58
425,Khuzdar,PK,2021-05-24 19:58:24,27.7384,66.6434,79.36,40,13,6.53
426,Biak,ID,2021-05-24 19:58:25,-0.9131,122.8766,76.01,85,91,7.18
427,Pitelino,RU,2021-05-24 19:55:36,54.5777,41.8145,52.45,88,70,6.2
428,Naze,JP,2021-05-24 19:53:31,28.3667,129.4833,69.67,79,77,6.08
429,Feijo,BR,2021-05-24 19:58:25,-8.1642,-70.3536,72.37,96,100,4.7
430,Port Hedland,AU,2021-05-24 19:55:06,-20.3167,118.5667,73.45,46,95,5.75
431,Gigmoto,PH,2021-05-24 19:58:26,13.7796,124.39,80.17,83,40,3.8
432,Wuning,CN,2021-05-24 19:58:26,29.2589,120.2311,67.32,81,100,0.81
433,Ovalle,CL,2021-05-24 19:58:26,-30.5983,-71.2003,77.68,14,0,3.94
434,San Cristobal,VE,2021-05-24 19:53:04,7.7669,-72.225,77.18,94,100,5.32
435,Pa Sang,TH,2021-05-24 19:58:27,18.5262,98.9394,81.16,75,100,2.21
436,Uyuni,BO,2021-05-24 19:58:27,-20.4597,-66.825,48.69,12,98,10.25
437,Chicama,PE,2021-05-24 19:58:27,-7.8447,-79.1469,68.54,68,23,9.26
438,Acarau,BR,2021-05-24 19:52:52,-2.8856,-40.12,81.52,80,79,14.9
439,Koshurnikovo,RU,2021-05-24 19:58:28,54.1667,93.3,43.81,97,97,3.31
440,Vredendal,ZA,2021-05-24 19:58:28,-31.6683,18.5012,63.18,68,100,2.17
441,Manokwari,ID,2021-05-24 19:50:08,-0.8667,134.0833,78.71,84,81,5.39
442,Muroto,JP,2021-05-24 19:58:29,33.2833,134.15,65.46,82,97,5.95
443,Swan River,CA,2021-05-24 19:58:29,52.1058,-101.2676,67.89,40,99,24.16
444,Beisfjord,NO,2021-05-24 19:58:29,68.3751,17.5988,46.45,82,18,6.33
445,Leua,SK,2021-05-24 19:58:30,48.2156,18.6071,53.11,87,100,13.27
446,San Juan,AR,2021-05-24 19:56:25,-31.5375,-68.5364,72.73,15,0,6.62
447,Ilulissat,GL,2021-05-24 19:53:22,69.2167,-51.1,41.83,49,100,14.97
448,Vestmannaeyjar,IS,2021-05-24 19:53:03,63.4427,-20.2734,45.59,70,20,17.27
449,Enid,US,2021-05-24 19:54:34,36.3956,-97.8784,73.15,93,90,8.99
450,Rudnya,RU,2021-05-24 19:58:30,54.947,31.0934,47.37,78,3,4.72
451,Natal,BR,2021-05-24 19:58:30,-5.795,-35.2094,84.85,75,40,11.03
452,Malanville,BJ,2021-05-24 19:58:31,11.8685,3.3899,95.25,28,96,5.48
453,Lagoa,PT,2021-05-24 19:52:57,39.05,-27.9833,61.92,69,100,12.06
454,Ipora,BR,2021-05-24 19:54:32,-16.4419,-51.1178,82.42,44,100,5.82
455,Penzance,GB,2021-05-24 19:58:31,50.1186,-5.5371,51.01,80,16,22.35
456,Chumikan,RU,2021-05-24 19:58:32,54.7183,135.315,32.4,98,100,23.44
457,Hamilton,US,2021-05-24 19:50:34,39.1834,-84.5333,90.09,42,1,3.0
458,Predivinsk,RU,2021-05-24 19:58:32,57.0669,93.4378,49.44,92,38,7.83
459,San Luis,AR,2021-05-24 19:56:03,-33.295,-66.3356,63.28,29,0,15.3
460,Gamba,GA,2021-05-24 19:54:02,-2.65,10.0,77.97,91,99,4.56
461,Shingu,JP,2021-05-24 19:53:54,33.7333,135.9833,64.9,93,100,2.55
462,Shelburne,CA,2021-05-24 19:58:32,44.0787,-80.2041,72.12,57,1,5.28
463,Kerema,PG,2021-05-24 19:58:33,-7.9631,145.7785,78.28,84,100,3.2
464,Cumpas,MX,2021-05-24 19:58:33,29.9833,-109.7833,90.99,8,100,12.48
465,Kamyshlov,RU,2021-05-24 19:58:33,56.8428,62.7111,69.82,51,60,8.61
466,Katobu,ID,2021-05-24 19:58:34,-4.9408,122.5276,74.62,95,64,3.42
467,Northam,GB,2021-05-24 19:55:10,51.0333,-4.2167,51.3,78,11,15.88
468,Port Hardy,CA,2021-05-24 19:58:39,50.6996,-127.4199,53.78,82,90,6.91
469,Katsuura,JP,2021-05-24 19:50:32,35.1333,140.3,65.19,88,100,7.14
470,Charters Towers,AU,2021-05-24 19:53:54,-20.1,146.2667,59.74,91,73,8.01
471,Pyshchug,RU,2021-05-24 19:58:40,58.8873,45.7134,50.13,79,99,4.94
472,Nelson Bay,AU,2021-05-24 19:54:45,-32.7167,152.15,56.68,72,73,8.52
473,Concepcion,CL,2021-05-24 19:53:56,-36.827,-73.0498,57.0,77,75,9.22
474,Kawalu,ID,2021-05-24 19:55:35,-7.3817,108.2082,71.98,98,99,0.98
475,Jiuquan,CN,2021-05-24 19:58:40,39.7432,98.5174,59.76,15,100,4.81
476,Eenhana,NA,2021-05-24 19:58:41,-17.4667,16.3333,65.95,42,0,7.29
477,Hambantota,LK,2021-05-24 19:52:27,6.1241,81.1185,80.11,86,100,22.48
478,Hualmay,PE,2021-05-24 19:58:41,-11.0964,-77.6139,68.41,77,13,8.08
479,Kultuk,RU,2021-05-24 19:58:42,51.7208,103.6956,47.46,95,100,7.09
480,Ola,RU,2021-05-24 19:58:42,59.5833,151.2833,39.06,75,13,1.12
481,Ambilobe,MG,2021-05-24 19:58:42,-13.2,49.05,72.25,82,99,2.46
482,Manado,ID,2021-05-24 19:54:53,1.487,124.8455,75.97,85,20,2.39
483,Goderich,CA,2021-05-24 19:58:43,43.7501,-81.7165,78.03,52,98,8.05
484,Gotsu,JP,2021-05-24 19:58:43,35.0,132.2167,60.58,91,86,7.47
485,Tongren,CN,2021-05-24 19:58:43,27.7172,109.1853,63.99,89,100,1.48
486,Turkistan,KZ,2021-05-24 19:58:44,43.0,68.0,71.73,53,100,10.69
487,Audru,EE,2021-05-24 19:58:44,58.4086,24.3739,48.96,93,16,4.97
488,Tessalit,ML,2021-05-24 19:58:44,20.1986,1.0114,102.16,11,74,1.45
489,Prescott,US,2021-05-24 19:58:44,34.54,-112.4685,77.38,10,0,1.01
490,Aykhal,RU,2021-05-24 19:58:45,66.0,111.5,39.97,45,2,5.12
491,Puerto Escondido,MX,2021-05-24 19:54:41,15.85,-97.0667,89.2,58,57,9.82
492,Elk City,US,2021-05-24 19:58:45,35.412,-99.4043,73.15,83,90,11.5
493,Minsk,BY,2021-05-24 19:54:52,53.9,27.5667,47.95,73,77,2.71
494,Huarmey,PE,2021-05-24 19:54:08,-10.0681,-78.1522,69.53,78,39,7.7
495,Svetlyy,RU,2021-05-24 19:58:46,54.675,20.1347,51.85,79,100,7.78
496,Grootfontein,NA,2021-05-24 19:55:34,-19.5667,18.1167,53.17,62,0,3.44
497,San Quintin,MX,2021-05-24 19:53:29,30.4833,-115.95,69.55,60,1,15.61
498,Severnoye,RU,2021-05-24 19:53:37,56.3491,78.3619,57.74,63,81,2.04
499,Auki,SB,2021-05-24 19:58:46,-8.7676,160.7034,77.68,83,99,4.56
500,Paso De Carrasco,UY,2021-05-24 19:58:46,-34.8603,-56.0522,60.94,51,0,17.27
501,Ojinaga,MX,2021-05-24 19:58:47,29.5667,-104.4167,88.57,37,1,3.44
502,Marau,BR,2021-05-24 19:53:37,-28.4492,-52.2,54.63,62,6,7.09
503,Bandarbeyla,SO,2021-05-24 19:56:56,9.4942,50.8122,81.63,72,0,19.55
504,Agadez,NE,2021-05-24 19:50:08,19.75,10.25,93.0,8,0,7.58
505,Killybegs,IE,2021-05-24 19:58:47,54.6333,-8.45,49.15,88,31,12.55
506,Watsa,CD,2021-05-24 19:58:48,3.0372,29.5355,65.97,93,98,2.37
507,Mwene-Ditu,CD,2021-05-24 19:58:48,-7.0,23.45,66.72,55,99,4.7
508,Viedma,AR,2021-05-24 19:50:25,-40.8135,-62.9967,61.63,45,100,27.76
509,Jurm,AF,2021-05-24 19:58:49,36.8648,70.8342,56.37,53,1,3.69
510,Turukhansk,RU,2021-05-24 19:58:49,65.8167,87.9833,30.69,79,99,21.0
511,Vallenar,CL,2021-05-24 19:58:49,-28.5708,-70.7581,78.75,15,81,5.08
512,High Level,CA,2021-05-24 19:58:50,58.5169,-117.136,50.11,36,20,14.83
513,Igrim,RU,2021-05-24 19:53:55,63.1906,64.4162,45.18,76,100,8.43
514,Acapulco,MX,2021-05-24 19:51:57,16.8634,-99.8901,90.05,50,0,11.7
515,Saint-Gaudens,FR,2021-05-24 19:58:50,43.0833,0.6667,53.33,88,65,4.5
516,Meadow Lake,US,2021-05-24 19:58:50,34.8014,-106.5436,81.61,7,0,4.83
517,Khani,GE,2021-05-24 19:58:51,41.9563,42.9566,53.17,98,100,1.81
518,Yar-Sale,RU,2021-05-24 19:53:26,66.8333,70.8333,33.42,63,70,6.04
519,Jibuti,DJ,2021-05-24 19:58:51,11.5,42.5,87.15,32,5,5.97
520,Cochrane,CA,2021-05-24 19:56:45,51.1834,-114.4687,50.27,90,90,17.6
521,Clyde River,CA,2021-05-24 19:53:13,70.4692,-68.5914,21.43,93,90,32.21
522,Boo,SE,2021-05-24 19:58:52,59.3333,18.2833,50.18,86,20,4.14
523,Tabou,CI,2021-05-24 19:58:52,4.423,-7.3528,81.03,82,30,7.45
524,Alyangula,AU,2021-05-24 19:58:52,-13.8483,136.4192,73.27,79,40,9.48
525,Namibe,AO,2021-05-24 19:53:43,-15.1961,12.1522,74.08,70,20,7.14
526,Glyadyanskoye,RU,2021-05-24 19:58:52,54.9075,65.0883,72.55,39,28,8.1
527,Cap Malheureux,MU,2021-05-24 19:58:53,-19.9842,57.6142,73.89,78,26,5.01
528,La Asuncion,VE,2021-05-24 19:58:53,11.0333,-63.8628,87.53,73,53,21.03
529,Enfield,AU,2021-05-24 19:54:21,-34.8526,138.6026,60.48,84,97,7.0
530,Cockburn Town,TC,2021-05-24 19:54:52,21.4612,-71.1419,82.36,69,40,13.8
531,Yuzhne,UA,2021-05-24 19:58:54,46.6221,31.1013,55.62,75,1,16.17
532,Cheyenne,US,2021-05-24 19:55:04,41.14,-104.8203,68.95,28,40,8.05
533,Moosomin,CA,2021-05-24 19:58:54,50.1333,-101.6677,60.55,55,68,22.64
534,Broome,US,2021-05-24 19:54:12,42.2506,-75.833,75.06,51,38,1.01
535,Paamiut,GL,2021-05-24 19:58:54,61.994,-49.6678,32.02,95,100,27.47
536,San Pedro,PH,2021-05-24 19:56:31,14.35,121.0167,83.43,81,75,2.39
537,Pemangkat,ID,2021-05-24 19:58:55,1.1667,108.9667,77.92,89,100,4.38
538,Grand Gaube,MU,2021-05-24 19:58:55,-20.0064,57.6608,73.8,78,21,5.01
539,Wahiawa,US,2021-05-24 19:58:56,21.5028,-158.0236,79.79,65,90,0.0
540,Lumphat,KH,2021-05-24 19:58:56,13.4878,106.9816,74.16,99,100,1.63
541,Eisiskes,LT,2021-05-24 19:58:56,54.1667,25.0,53.94,78,82,6.42
542,Xining,CN,2021-05-24 19:55:52,36.6167,101.7667,49.14,39,95,2.04
543,Ruteng,ID,2021-05-24 19:58:57,-8.6136,120.4721,59.86,93,13,1.12
544,Claymont,US,2021-05-24 19:58:57,39.8007,-75.4596,67.51,60,100,1.01
545,Takhli,TH,2021-05-24 19:58:57,15.2634,100.3438,85.53,70,100,5.91
546,Itarema,BR,2021-05-24 19:54:12,-2.9248,-39.9167,81.21,79,72,13.71
547,Myanaung,MM,2021-05-24 19:58:58,18.2833,95.3167,79.52,82,100,9.73
548,Rondonopolis,BR,2021-05-24 19:58:58,-16.4708,-54.6356,86.7,45,92,6.33
549,Jieshi,CN,2021-05-24 19:58:58,22.8134,115.8257,81.43,83,24,1.12
550,Oistins,BB,2021-05-24 19:58:59,13.0667,-59.5333,86.09,51,40,23.02
551,Stirion,GR,2021-05-24 19:58:59,38.4,22.7167,67.84,53,0,1.77
552,Demirci,TR,2021-05-24 19:58:59,39.0461,28.6589,63.45,54,11,7.11
553,Pryazha,RU,2021-05-24 19:59:00,61.6926,33.6216,45.63,88,98,8.57
